LeNet_epoch_train,LeNet_train_loss,LeNet_train_acc,LeNet_BN_epoch_train,LeNet_BN_train_loss,LeNet_BN_train_acc,LeNet_BN2_epoch_train,LeNet_BN2_train_loss,LeNet_BN2_train_acc,LeNet_all_BN_epoch_train,LeNet_all_BN_train_loss,LeNet_all_BN_train_acc,LeNet_BN2_freeze_epoch_train,LeNet_BN2_freeze_train_loss,LeNet_BN2_freeze_train_acc,LeNet_BN_freeze_epoch_train,LeNet_BN_freeze_train_loss,LeNet_BN_freeze_train_acc
0.1982942430703624,2.3460534234200754,0.0978662634408602,0.1982942430703624,1.82807288118588,0.3118279569892473,0.1982942430703624,1.011891439076393,0.6388608870967742,0.1982942430703624,0.7912286635368101,0.7280745967741935,0.1982942430703624,0.9651276437185144,0.6594422043010753,0.1982942430703624,1.8790485256461689,0.29536290322580644
0.3965884861407249,2.327782778329747,0.0987483198924731,0.3965884861407249,1.4326348381657754,0.4499327956989247,0.3965884861407249,0.8183193234025791,0.7053511424731183,0.3965884861407249,0.6622987500121517,0.7682711693548387,0.3965884861407249,0.7846099699056277,0.7193380376344086,0.3965884861407249,1.471000772650524,0.43707997311827956
0.5948827292110874,2.3204616731212986,0.0997143817204301,0.5948827292110874,1.2247326562054268,0.5295698924731183,0.5948827292110874,0.7226358413909926,0.7395833333333334,0.5948827292110874,0.5997775583711576,0.7891465053763441,0.5948827292110874,0.7086373045239397,0.7451836917562724,0.5948827292110874,1.25725933727825,0.5167170698924731
0.7931769722814499,2.3163977226903363,0.1003444220430107,0.7931769722814499,1.0938061301105766,0.5785450268817204,0.7931769722814499,0.6665620629986128,0.7589885752688172,0.7931769722814499,0.5593546211559285,0.8023773521505376,0.7931769722814499,0.6541378256133807,0.7640919018817204,0.7931769722814499,1.1245432790889536,0.5657132056451613
0.9914712153518124,2.2977464624630506,0.1118783602150537,0.9914712153518124,0.9994467875008942,0.6135416666666667,0.9914712153518124,0.6241215393107424,0.7739751344086021,0.9914712153518124,0.5312528495506573,0.8119287634408602,0.9914712153518124,0.6146607079172647,0.7778561827956989,0.9914712153518124,1.029017707417088,0.6015456989247312
1.0,2.2931733892440795,0.1135666666666666,1.0,0.9980728655497232,0.61405,1.0,0.6226228240172068,0.7745166666666666,1.0,0.530239893023173,0.81225,1.0,0.6132823230266571,0.7782333333333333,1.0,1.0265807619730631,0.6025
1.1982942430703625,1.3442565817986765,0.4474966397849462,1.1982942430703625,0.6236646537498761,0.7540322580645161,1.1982942430703625,0.4238183495178017,0.847614247311828,1.1982942430703625,0.3744610956599635,0.8663474462365591,1.1982942430703625,0.424786865390757,0.8435819892473119,1.1982942430703625,0.5861370573120732,0.7692372311827957
1.396588486140725,1.1864027352102342,0.5151629704301075,1.396588486140725,0.598338867387464,0.7665070564516129,1.396588486140725,0.4222135441277617,0.8488323252688172,1.396588486140725,0.3794230089713168,0.8621891801075269,1.396588486140725,0.4160033386721405,0.8480762768817204,1.396588486140725,0.5922045736543594,0.7689012096774194
1.5948827292110874,1.103423232246043,0.5549115143369175,1.5948827292110874,0.5798429997377498,0.7739415322580645,1.5948827292110874,0.4114420758994249,0.8519545250896058,1.5948827292110874,0.3746023546623927,0.8636592741935484,1.5948827292110874,0.4102021166821107,0.8507784498207885,1.5948827292110874,0.5723425206531333,0.7775537634408602
1.79317697228145,1.041829365235503,0.5826192876344086,1.79317697228145,0.5695730693718438,0.7789398521505376,1.79317697228145,0.404161428972598,0.8539146505376344,1.79317697228145,0.3733750458366127,0.8637432795698925,1.79317697228145,0.4014832916599448,0.8542506720430108,1.79317697228145,0.5585216755668322,0.7840221774193549
1.9914712153518124,0.9821284194146432,0.6081149193548387,1.9914712153518124,0.5559253358071851,0.7853326612903225,1.9914712153518124,0.3958592910599965,0.856065188172043,1.9914712153518124,0.3688638842234047,0.8659106182795699,1.9914712153518124,0.3960781759792758,0.8562836021505377,1.9914712153518124,0.5467926333027501,0.7895329301075269
2.0,0.979955117416382,0.6089666666666667,2.0,0.5550706221580506,0.7857166666666666,2.0,0.3955075281302134,0.8561333333333333,2.0,0.3687300362428029,0.8659,2.0,0.3956448578516642,0.8564,2.0,0.5470130783081054,0.78935
2.1982942430703627,0.7292451025337301,0.7181619623655914,2.1982942430703627,0.4976901303055466,0.8137600806451613,2.1982942430703627,0.3486359486336349,0.8737399193548387,2.1982942430703627,0.3267643661588751,0.8803763440860215,2.1982942430703627,0.356174912343743,0.8697076612903226,2.1982942430703627,0.4847935793861266,0.8121639784946236
2.396588486140725,0.7047114349821563,0.7274445564516129,2.396588486140725,0.4825108709835237,0.819388440860215,2.396588486140725,0.3531996799252366,0.872017809139785,2.396588486140725,0.3317259242457728,0.8781502016129032,2.396588486140725,0.3461696262801847,0.8728578629032258,2.396588486140725,0.4753760224388492,0.8196824596774194
2.594882729211087,0.6940771105255278,0.731434811827957,2.594882729211087,0.478010820445194,0.8213485663082437,2.594882729211087,0.3446619932049064,0.8739639336917563,2.594882729211087,0.3334961693239895,0.8790322580645161,2.594882729211087,0.3422032046168508,0.8739079301075269,2.594882729211087,0.4675263839383279,0.8239527329749103
2.79317697228145,0.6801193134598834,0.7367481518817204,2.79317697228145,0.472176740006093,0.8227066532258065,2.79317697228145,0.3421557643400725,0.8751470094086021,2.79317697228145,0.3330642896634276,0.8792212701612904,2.79317697228145,0.3407592619619062,0.8756510416666666,2.79317697228145,0.4648099105044078,0.826192876344086
2.9914712153518126,0.6660271456164698,0.7412970430107527,2.9914712153518126,0.4653290033981364,0.8252520161290322,2.9914712153518126,0.3383848175566683,0.8767641129032258,2.9914712153518126,0.3315723975499471,0.8795698924731182,2.9914712153518126,0.3378919232917088,0.8774193548387097,2.9914712153518126,0.4561073134342829,0.8295530913978495
3.0,0.6653786753972372,0.7416333333333334,3.0,0.4649998590310414,0.82555,3.0,0.3381551464875539,0.8768666666666667,3.0,0.3312785683631897,0.8798,3.0,0.3380457195599874,0.87735,3.0,0.4557123624324798,0.8296166666666667
3.1982942430703627,0.6142545746218774,0.7613407258064516,3.1982942430703627,0.4319202130840671,0.8380376344086021,3.1982942430703627,0.3070342882025626,0.8877688172043011,3.1982942430703627,0.3023177449421216,0.889700940860215,3.1982942430703627,0.3164437044692296,0.8832325268817204,3.1982942430703627,0.4074193522814781,0.8489583333333334
3.396588486140725,0.5960028541664923,0.7697412634408602,3.396588486140725,0.4234635938880264,0.8410198252688172,3.396588486140725,0.3068847543289584,0.8870967741935484,3.396588486140725,0.3025750715726165,0.8910870295698925,3.396588486140725,0.3143314040636503,0.8844926075268817,3.396588486140725,0.4210270200205105,0.8436239919354839
3.594882729211087,0.5894339559966946,0.7715333781362007,3.594882729211087,0.4187066291715936,0.8445340501792115,3.594882729211087,0.3063795639195322,0.8872647849462365,3.594882729211087,0.3003634578651852,0.8902889784946236,3.594882729211087,0.311457610845993,0.8854166666666666,3.594882729211087,0.4159252299095994,0.8462141577060932
3.79317697228145,0.5793487707613617,0.7756006384408602,3.79317697228145,0.4139995302564354,0.8463331653225806,3.79317697228145,0.3053124674786163,0.8877688172043011,3.79317697228145,0.3032258419740584,0.8888398857526881,3.79317697228145,0.3092674417521364,0.8865927419354839,3.79317697228145,0.4109451651412953,0.8472572244623656
3.9914712153518126,0.5692242615966386,0.7798387096774193,3.9914712153518126,0.4090424139012573,0.8484375,3.9914712153518126,0.3031148573724172,0.8884408602150538,3.9914712153518126,0.3059010924511058,0.8881048387096774,3.9914712153518126,0.3080944428200363,0.8869119623655914,3.9914712153518126,0.4063356282890484,0.8491263440860215
4.0,0.5687349309285482,0.7798833333333334,4.0,0.4088589938322703,0.8486166666666667,4.0,0.3028058939774831,0.8885166666666666,4.0,0.3057794034560521,0.8880666666666667,4.0,0.3080284324725469,0.88685,4.0,0.4060651868343353,0.84915
4.198294243070363,0.5247546905471433,0.798807123655914,4.198294243070363,0.3848433462522363,0.8568548387096774,4.198294243070363,0.292069556572104,0.8914650537634409,4.198294243070363,0.2931646558866706,0.8910450268817204,4.198294243070363,0.2860715096035311,0.8933131720430108,4.198294243070363,0.3731883953335465,0.8630712365591398
4.396588486140725,0.5272427818147085,0.7991851478494624,4.396588486140725,0.3796131291216419,0.8609711021505376,4.396588486140725,0.2822730932985582,0.8961693548387096,4.396588486140725,0.2939505189336756,0.8902049731182796,4.396588486140725,0.2797924910661994,0.8960853494623656,4.396588486140725,0.3718071294728146,0.8613911290322581
