LeNetepoch_train,LeNettrain_loss,LeNettrain_acc,LeNet_epoch_train,LeNet_train_loss,LeNet_train_acc,AlexNet_epoch_train,AlexNet_train_loss,AlexNet_train_acc,AlexSimple_epoch_train,AlexSimple_train_loss,AlexSimple_train_acc,AlexSimple_2_epoch_train,AlexSimple_2_train_loss,AlexSimple_2_train_acc,LeNetPro_epoch_train,LeNetPro_train_loss,LeNetPro_train_acc,LeNet_0.1__epoch_train,LeNet_0.1__train_loss,LeNet_0.1__train_acc,LeNetPro_0.2_epoch_train,LeNetPro_0.2_train_loss,LeNetPro_0.2_train_acc,LeNet_0.2__epoch_train,LeNet_0.2__train_loss,LeNet_0.2__train_acc
0.1982942430703624,2.347494356093868,0.0962701612903225,0.1982942430703624,2.3478794841356176,0.1022345430107526,0.1982942430703624,2.2865029022257817,0.1405409946236559,0.1982942430703624,2.2853572958259174,0.1400369623655914,0.1982942430703624,1.71294984445777,0.3700436827956989,0.1982942430703624,2.203086585126897,0.1764112903225806,0.1982942430703624,2.309176124552245,0.1014784946236559,0.1982942430703624,1.5978619443472994,0.4138944892473118,0.1982942430703624,2.324739835595572,0.10080645161290322
0.3965884861407249,2.32891611642735,0.0954301075268817,0.3965884861407249,2.3282603243345856,0.1013104838709677,0.3965884861407249,1.98884278728116,0.2625168010752688,0.3965884861407249,2.258052367036061,0.192372311827957,0.3965884861407249,1.2971202673450593,0.5148269489247311,0.3965884861407249,1.7695950119085209,0.3366935483870967,0.3965884861407249,2.308221822143883,0.1013104838709677,0.3965884861407249,1.2686252847153654,0.5314600134408602,0.3965884861407249,2.3198414425696097,0.10345262096774194
0.5948827292110874,2.3215941288992497,0.0983702956989247,0.5948827292110874,2.320729801731725,0.102206541218638,0.5948827292110874,1.6869639450931206,0.3709117383512544,0.5948827292110874,2.158368685339514,0.2498599910394265,0.5948827292110874,1.1072937017273303,0.583725358422939,0.5948827292110874,1.5063157716105062,0.4346998207885305,0.5948827292110874,2.307913078629415,0.102290546594982,0.5948827292110874,1.113491230754442,0.5863575268817204,0.5948827292110874,2.317756250340452,0.10425067204301075
0.7931769722814499,2.317626814688406,0.0994203629032258,0.7931769722814499,2.316756281160539,0.1021505376344086,0.7931769722814499,1.4953494658393245,0.440461189516129,0.7931769722814499,1.9577451047076968,0.3064726142473118,0.7931769722814499,0.9867888091392416,0.626911122311828,0.7931769722814499,1.3456800605661126,0.4942876344086021,0.7931769722814499,2.3076481280788297,0.1019195228494623,0.7931769722814499,1.0131377138758215,0.622101814516129,0.7931769722814499,2.3146110221903813,0.10559475806451613
0.9914712153518124,2.315087902417747,0.0993447580645161,0.9914712153518124,2.314111864438621,0.1026881720430107,0.9914712153518124,1.3544073902150635,0.4928427419354839,0.9914712153518124,1.793745345197698,0.3559643817204301,0.9914712153518124,0.9062965604566758,0.6562836021505376,0.9914712153518124,1.2368265250677704,0.5355342741935484,0.9914712153518124,2.307352248058524,0.1013272849462365,0.9914712153518124,0.9451167141237566,0.6472278225806452,0.9914712153518124,2.305326638170468,0.1160114247311828
1.0,2.3150047215779623,0.0993666666666666,1.0,2.314058294804891,0.1026,1.0,1.350170288181305,0.4944,1.0,1.7877990675608315,0.3580666666666666,1.0,0.9031973276138304,0.6575166666666666,1.0,1.2333053494771322,0.5366833333333333,1.0,2.307379091389974,0.1014,1.0,0.9426968057950338,0.6481,1.0,2.304148732630412,0.11686666666666666
1.1982942430703625,2.302134370291105,0.1071068548387096,1.1982942430703625,2.297037293834071,0.1125672043010752,1.1982942430703625,0.7302422029997713,0.7277385752688172,1.1982942430703625,1.0298005489892856,0.5934979838709677,1.1982942430703625,0.5451558350875814,0.792926747311828,1.1982942430703625,0.7662889393427039,0.7121975806451613,1.1982942430703625,2.3046748817607923,0.1081149193548387,1.1982942430703625,0.6389760320545524,0.7625168010752689,1.1982942430703625,1.8129243248252456,0.36869959677419356
1.396588486140725,2.273363362717372,0.1335685483870967,1.396588486140725,2.020537923741084,0.2245463709677419,1.396588486140725,0.7104244873087894,0.732400873655914,1.396588486140725,0.9939303398132324,0.6124411962365591,1.396588486140725,0.5354750170823066,0.7950688844086021,1.396588486140725,0.7466651310202896,0.7211021505376344,1.396588486140725,2.3038740632354573,0.108450940860215,1.396588486140725,0.6162052388473224,0.7719674059139785,1.396588486140725,1.5500274287757052,0.4466145833333333
1.5948827292110874,2.012067384617303,0.2244063620071684,1.5948827292110874,1.728836993376414,0.3255208333333333,1.5948827292110874,0.6861083862174796,0.7432515681003584,1.5948827292110874,0.9642635293331624,0.625280017921147,1.5948827292110874,0.5242987875442778,0.800459229390681,1.5948827292110874,0.7352587161952877,0.72334229390681,1.5948827292110874,2.303072135508274,0.1095710125448028,1.5948827292110874,0.6102321002645732,0.7762096774193549,1.5948827292110874,1.3971954650349088,0.4897793458781362
1.79317697228145,1.773579919370272,0.3094128024193548,1.79317697228145,1.5476545564910418,0.392599126344086,1.79317697228145,0.6726505915804576,0.7485719086021505,1.79317697228145,0.9428519766817812,0.6341565860215054,1.79317697228145,0.514881143807083,0.8041624663978495,1.79317697228145,0.722245904226457,0.7297127016129032,1.79317697228145,2.301699471730058,0.1104460685483871,1.79317697228145,0.5990584946127349,0.7803679435483871,1.79317697228145,1.2998198395775211,0.5172631048387096
1.9914712153518124,1.6062096898273754,0.3736223118279569,1.9914712153518124,1.420202971658399,0.4414986559139785,1.9914712153518124,0.6590871341125939,0.7532426075268818,1.9914712153518124,0.9183028324957816,0.6448924731182796,1.9914712153518124,0.5027194760179007,0.8098958333333334,1.9914712153518124,0.7117867577460504,0.7344422043010753,1.9914712153518124,2.2989490278305547,0.1135752688172043,1.9914712153518124,0.5884579188080244,0.7847950268817204,1.9914712153518124,1.225814978538021,0.5415658602150538
2.0,1.5998868815422058,0.376,2.0,1.4154630986849468,0.4433166666666667,2.0,0.6579774610996246,0.7534666666666666,2.0,0.9173462589581808,0.6453666666666666,2.0,0.5026866854667663,0.8099333333333333,2.0,0.7112573881467184,0.7345,2.0,2.298795015970866,0.1140666666666666,2.0,0.5876457192103068,0.78525,2.0,1.223403941599528,0.5425333333333333
2.1982942430703627,0.8531358568899093,0.668010752688172,2.1982942430703627,0.8044083374802784,0.686575940860215,2.1982942430703627,0.5813693173470036,0.7816700268817204,2.1982942430703627,0.8103470789488926,0.6803595430107527,2.1982942430703627,0.4382208582534584,0.8373655913978495,2.1982942430703627,0.6436192710553447,0.762684811827957,2.1982942430703627,2.262153322978686,0.1592741935483871,2.1982942430703627,0.53994593665164,0.803763440860215,2.1982942430703627,0.8819129678510851,0.6586021505376344
2.396588486140725,0.823327209359856,0.6793094758064516,2.396588486140725,0.7820521250206937,0.6941784274193549,2.396588486140725,0.5607783653402841,0.7917086693548387,2.396588486140725,0.794921951588764,0.6918682795698925,2.396588486140725,0.4299611682372709,0.8392557123655914,2.396588486140725,0.6375936441203599,0.7637768817204301,2.396588486140725,2.2195669297249085,0.1964465725806451,2.396588486140725,0.5251141358767787,0.8109459005376344,2.396588486140725,0.8678789795726858,0.6662466397849462
2.594882729211087,0.7956754325965827,0.6886200716845878,2.594882729211087,0.7599681368010873,0.7041610663082437,2.594882729211087,0.5556780098800591,0.7940188172043011,2.594882729211087,0.7855964189789201,0.6978326612903226,2.594882729211087,0.4206612658650217,0.8428819444444444,2.594882729211087,0.6338490686749899,0.7647849462365591,2.594882729211087,2.1310662770356754,0.2384352598566308,2.594882729211087,0.5216166535158738,0.8120799731182796,2.594882729211087,0.8608799260576994,0.6690748207885304
2.79317697228145,0.7691159363715879,0.6996597782258065,2.79317697228145,0.7422920223525775,0.7110425067204301,2.79317697228145,0.5499436276093606,0.7960139448924731,2.79317697228145,0.7761962599651788,0.701213877688172,2.79317697228145,0.419074804111514,0.8439600134408602,2.79317697228145,0.6246242790773351,0.7684811827956989,2.79317697228145,2.019048479295546,0.2862903225806452,2.79317697228145,0.517236054985113,0.8140330981182796,2.79317697228145,0.8456636329171479,0.67578125
2.9914712153518126,0.7489368634839212,0.7072916666666667,2.9914712153518126,0.7288359465137605,0.7157762096774194,2.9914712153518126,0.5406743432244947,0.7995631720430108,2.9914712153518126,0.7690267170629194,0.7046034946236559,2.9914712153518126,0.4149116444331343,0.8457829301075269,2.9914712153518126,0.6214364210123657,0.7700100806451613,2.9914712153518126,1.9083221325310329,0.3267305107526881,2.9914712153518126,0.5122618067649103,0.8167170698924732,2.9914712153518126,0.8262535422079025,0.6835853494623656
3.0,0.7479424949328105,0.7076666666666667,3.0,0.7276276276270548,0.71635,3.0,0.5401444845835368,0.7997,3.0,0.7680551895459493,0.7049,3.0,0.4152789346853892,0.8458333333333333,3.0,0.6213480765342713,0.7701166666666667,3.0,1.9039286277135208,0.3284166666666667,3.0,0.5120067547480265,0.81675,3.0,0.8257052828470866,0.68395
3.1982942430703627,0.6591149869785514,0.7398353494623656,3.1982942430703627,0.6515387828632068,0.7404233870967742,3.1982942430703627,0.5059591025434514,0.8083837365591398,3.1982942430703627,0.7220784925645397,0.7200940860215054,3.1982942430703627,0.3847372692118408,0.8580309139784946,3.1982942430703627,0.5904150230269278,0.7809979838709677,3.1982942430703627,1.322265023826271,0.5258736559139785,3.1982942430703627,0.4894236803695719,0.8280409946236559,3.1982942430703627,0.7462888052386623,0.7101814516129032
